Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,HBIPS-5 Measure Description,HBIPS-5 Denominator,SUB-3/-3a Measure Description,SUB-3 Denominator,TOB-3/-3a Measure Description,TOB-3 Denominator,FUH Measure Description,FUH-30 Denominator,READM-30-IPF Measure Desc,READM-30-IPF Denominator
70033,DANBURY HOSPITAL,24 HOSPITAL AVE,DANBURY,CT,6810,FAIRFIELD,Patients discharged on multiple antipsychotic medications with appropriate justification,26,Alcohol and other drug use disorder treatment provided or offered at discharge,139,Tobacco use treatment provided or offered at discharge,138,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,120,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),258
330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,Patients discharged on multiple antipsychotic medications with appropriate justification,91,Alcohol and other drug use disorder treatment provided or offered at discharge,43,Tobacco use treatment provided or offered at discharge,177,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,289,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),797
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,Patients discharged on multiple antipsychotic medications with appropriate justification,14,Alcohol and other drug use disorder treatment provided or offered at discharge,17,Tobacco use treatment provided or offered at discharge,75,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,32,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),299
510001,WEST VIRGINIA UNIVERSITY HOSPITALS,MEDICAL CENTER DRIVE,MORGANTOWN,WV,26506,MONONGALIA,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,272,Tobacco use treatment provided or offered at discharge,236,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,113,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),435
370093,O U MEDICAL CENTER,700 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,Patients discharged on multiple antipsychotic medications with appropriate justification,21,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,15,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,70,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),595
244013,COMMUNITY BEHAVIORAL HOSPITAL FERGUS FALLS,1801 WEST ALCOTT,FERGUS FALLS,MN,56537,OTTER TAIL,Patients discharged on multiple antipsychotic medications with appropriate justification,25,Alcohol and other drug use disorder treatment provided or offered at discharge,33,Tobacco use treatment provided or offered at discharge,43,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,16,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),46
180130,BAPTIST HEALTH LOUISVILLE,4000 KRESGE WAY,LOUISVILLE,KY,40207,JEFFERSON,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,173,Tobacco use treatment provided or offered at discharge,180,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,82,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),329
220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,2135,SUFFOLK,Patients discharged on multiple antipsychotic medications with appropriate justification,40,Alcohol and other drug use disorder treatment provided or offered at discharge,177,Tobacco use treatment provided or offered at discharge,159,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,253,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),961
40071,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603,JEFFERSON,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,251,Tobacco use treatment provided or offered at discharge,271,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,55,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),122
510030,DAVIS MEDICAL CENTER,812 GORMAN AVENUE,ELKINS,WV,26241,RANDOLPH,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available
360059,METROHEALTH SYSTEM,2500 METROHEALTH DRIVE,CLEVELAND,OH,44109,CUYAHOGA,Patients discharged on multiple antipsychotic medications with appropriate justification,37,Alcohol and other drug use disorder treatment provided or offered at discharge,262,Tobacco use treatment provided or offered at discharge,258,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,61,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),152
154018,RICHMOND STATE HOSPITAL,498 NW 18TH ST,RICHMOND,IN,47374,WAYNE,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available
110192,EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,SNELLVILLE,GA,30078,GWINNETT,Patients discharged on multiple antipsychotic medications with appropriate justification,17,Alcohol and other drug use disorder treatment provided or offered at discharge,16,Tobacco use treatment provided or offered at discharge,25,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,185,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),1048
380021,TUALITY COMMUNITY HOSPITAL,335 SE 8TH AVENUE,HILLSBORO,OR,97123,WASHINGTON,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,25,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),213
140148,MEMORIAL MEDICAL CENTER,701 N FIRST ST,SPRINGFIELD,IL,62702,SANGAMON,Patients discharged on multiple antipsychotic medications with appropriate justification,18,Alcohol and other drug use disorder treatment provided or offered at discharge,219,Tobacco use treatment provided or offered at discharge,250,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,206,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),477
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,Patients discharged on multiple antipsychotic medications with appropriate justification,23,Alcohol and other drug use disorder treatment provided or offered at discharge,121,Tobacco use treatment provided or offered at discharge,131,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,111,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),303
54074,ADVENTIST HEALTH VALLEJO,525 OREGON ST,VALLEJO,CA,94590,SOLANO,Patients discharged on multiple antipsychotic medications with appropriate justification,56,Alcohol and other drug use disorder treatment provided or offered at discharge,121,Tobacco use treatment provided or offered at discharge,110,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,316,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),736
390004,HOLY SPIRIT HOSPITAL,503 NORTH 21ST STREET,CAMP HILL,PA,17011,CUMBERLAND,Patients discharged on multiple antipsychotic medications with appropriate justification,29,Alcohol and other drug use disorder treatment provided or offered at discharge,232,Tobacco use treatment provided or offered at discharge,301,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,83,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),193
170040,UNIVERSITY OF KANSAS HOSPITAL,4000 CAMBRIDGE STREET,KANSAS CITY,KS,66160,WYANDOTTE,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,160,Tobacco use treatment provided or offered at discharge,142,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,95,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),288
474001,BRATTLEBORO RETREAT,ANNA MARSH LANE PO BOX 803,BRATTLEBORO,VT,5301,WINDHAM,Patients discharged on multiple antipsychotic medications with appropriate justification,23,Alcohol and other drug use disorder treatment provided or offered at discharge,289,Tobacco use treatment provided or offered at discharge,388,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,354,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),1232
