Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,HBIPS-2 Measure Description,HBIPS-2 Overall Num,HBIPS-3 Measure Description,HBIPS-3 Overall Num,HBIPS-5 Measure Description,HBIPS-5 Denominator,SUB-2/-2a Measure Description,SUB-2 Denominator,TOB-2/-2a Measure_Desc,TOB-2 Denominator,FUH Measure Description,FUH-30 %,READM-30-IPF Measure Desc,READM-30-IPF Category,Location
390123,POTTSTOWN HOSPITAL,1600 EAST HIGH STREET,POTTSTOWN,PA,19464,MONTGOMERY,Hours of physical-restraint use,61.48,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,35,Alcohol use brief intervention provided or offered,105,Tobacco use treatment provided or offered,267,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,55.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1600 EAST HIGH STREET POTTSTOWN, PA 19464 (40.243941, -75.611502)"
264008,CENTER FOR BEHAVIORAL MEDICINE,1000 E 24TH STREET,KANSAS CITY,MO,64108,JACKSON,Hours of physical-restraint use,74.34,Hours of seclusion use,17.48,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,"1000 E 24TH STREET KANSAS CITY, MO 64108 (39.083761, -94.572636)"
310054,HACKENSACKUMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,ESSEX,Hours of physical-restraint use,28.97,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,52,Tobacco use treatment provided or offered,195,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,58.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,
194095,OCEANS BEHAVIORAL HOSPITAL OF OPELOUSAS,1310 HEATHER DRIVE,OPELOUSAS,LA,70570,ST. LANDRY,Hours of physical-restraint use,4.08,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,152,Tobacco use treatment provided or offered,308,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,52.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,"1310 HEATHER DRIVE OPELOUSAS, LA 70570 (30.508639, -92.073069)"
334026,BRUNSWICK PSYCH CENTER,366 BROADWAY,AMITYVILLE,NY,11701,SUFFOLK,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,94,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,144,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,56.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"366 BROADWAY AMITYVILLE, NY 11701 (40.684765, -73.418446)"
84003,MEADOWWOOD BEHAVIORAL HEALTH SYSTEM,575 SOUTH DUPONT HIGHWAY,NEW CASTLE,DE,19720,NEW CASTLE,Hours of physical-restraint use,50.8,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,35,Alcohol use brief intervention provided or offered,144,Tobacco use treatment provided or offered,331,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,38.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"575 SOUTH DUPONT HIGHWAY NEW CASTLE, DE 19720 (39.639121, -75.628531)"
304001,HAMPSTEAD HOSPITAL,218 EAST ROAD,HAMPSTEAD,NH,3841,ROCKINGHAM,Hours of physical-restraint use,34.35,Hours of seclusion use,199.31,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,117,Tobacco use treatment provided or offered,127,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,64,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,"218 EAST ROAD HAMPSTEAD, NH 03841 (42.869242, -71.154678)"
420068,TRMC OF ORANGEBURG & CALHOUN,3000 ST MATTHEWS RD BOX 1806,ORANGEBURG,SC,29115,ORANGEBURG,Hours of physical-restraint use,356.06,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,74,Alcohol use brief intervention provided or offered,20,Tobacco use treatment provided or offered,266,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,51.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,
164003,MENTAL HEALTH INSTITUTE,2277 IOWA AVENUE,INDEPENDENCE,IA,50644,BUCHANAN,Hours of physical-restraint use,928.1,Hours of seclusion use,54.87,Patients discharged on multiple antipsychotic medications with appropriate justification,36,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,13,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,55.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"2277 IOWA AVENUE INDEPENDENCE, IA 50644 (42.457122, -91.919638)"
270003,ST PETERS HOSPITAL,2475 BROADWAY,HELENA,MT,59601,LEWIS AND CLARK,Hours of physical-restraint use,6.3,Hours of seclusion use,5.7,Patients discharged on multiple antipsychotic medications with appropriate justification,13,Alcohol use brief intervention provided or offered,52,Tobacco use treatment provided or offered,104,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,66,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,Hours of physical-restraint use,9.13,Hours of seclusion use,1.67,Patients discharged on multiple antipsychotic medications with appropriate justification,11,Alcohol use brief intervention provided or offered,36,Tobacco use treatment provided or offered,78,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,66,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"300 COMMUNITY DRIVE MANHASSET, NY 11030 (40.779269, -73.703029)"
150084,ASCENSION ST VINCENT HOSPITAL,2001 W 86TH ST,INDIANAPOLIS,IN,46260,MARION,Hours of physical-restraint use,789.59,Hours of seclusion use,1685.02,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,140,Tobacco use treatment provided or offered,204,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,58.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"2001 W 86TH ST INDIANAPOLIS, IN 46260 (39.911996, -86.196008)"
70033,DANBURY HOSPITAL,24 HOSPITAL AVE,DANBURY,CT,6810,FAIRFIELD,Hours of physical-restraint use,26.4,Hours of seclusion use,7.5,Patients discharged on multiple antipsychotic medications with appropriate justification,26,Alcohol use brief intervention provided or offered,43,Tobacco use treatment provided or offered,147,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,75.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"24 HOSPITAL AVE DANBURY, CT 06810 (41.406776, -73.444339)"
330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,Hours of physical-restraint use,302.1,Hours of seclusion use,1.92,Patients discharged on multiple antipsychotic medications with appropriate justification,91,Alcohol use brief intervention provided or offered,119,Tobacco use treatment provided or offered,220,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,69.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"127 SOUTH BROADWAY YONKERS, NY 10701 (40.929614, -73.897003)"
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,14,Alcohol use brief intervention provided or offered,17,Tobacco use treatment provided or offered,75,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,43.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"702 N MAIN ST OPP, AL 36467 (31.291972, -86.255415)"
510001,WEST VIRGINIA UNIVERSITY HOSPITALS,MEDICAL CENTER DRIVE,MORGANTOWN,WV,26506,MONONGALIA,Hours of physical-restraint use,46.79,Hours of seclusion use,Not Available,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,136,Tobacco use treatment provided or offered,249,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,58.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,
370093,O U MEDICAL CENTER,700 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,21,Alcohol use brief intervention provided or offered,16,Tobacco use treatment provided or offered,17,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,55.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"700 NE 13TH STREET OKLAHOMA CITY, OK 73104 (35.482317, -97.501002)"
244013,COMMUNITY BEHAVIORAL HOSPITAL FERGUS FALLS,1801 WEST ALCOTT,FERGUS FALLS,MN,56537,OTTER TAIL,Hours of physical-restraint use,12.27,Hours of seclusion use,8.22,Patients discharged on multiple antipsychotic medications with appropriate justification,25,Alcohol use brief intervention provided or offered,53,Tobacco use treatment provided or offered,62,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,75,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1801 WEST ALCOTT FERGUS FALLS, MN 56537 (46.275932, -96.105719)"
180130,BAPTIST HEALTH LOUISVILLE,4000 KRESGE WAY,LOUISVILLE,KY,40207,JEFFERSON,Hours of physical-restraint use,3942.79,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,53,Tobacco use treatment provided or offered,186,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,51.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"4000 KRESGE WAY LOUISVILLE, KY 40207 (38.239235, -85.639048)"
220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,2135,SUFFOLK,Hours of physical-restraint use,86.87,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,40,Alcohol use brief intervention provided or offered,115,Tobacco use treatment provided or offered,169,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,55.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,"736 CAMBRIDGE STREET BRIGHTON, MA 02135 (42.349773, -71.14812)"
